code;Company name;Company registered name;Exhibition ID;Project name;Booth;Stand_no;Exhibition area;Exhibited products;T1;Exhibition start time;Exhibition end time;Service type;tag;T1;T2;T3;International station link;Clerk;Region;Province;City;District;Customer service;Matching pre registered buyers-tag;Matching pre registered VIP buyers-tag;Matching pre registered bill buyers-tag;Matching pre registered intended buyers-tag;Matching pre registered contacted buyers-tag;Matching pre registered buyers-T1;Matching pre registered intended buyers-T1
S10041471;Zhejiang Luckchen Industrial and Trading Co., Ltd;??????????;152683595067;2025????????????????;1;D1A07;Homelife;????/???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Water Bottles| Glass Water Bottles & Insulated Tumblers|Mugs;Homelife;Home & Garden;Drinkware & Accessories|Dinnerware, Coffee & Wine;https://www.tradechina.com/supplier/Zhejiang-Luckchen-Industrial-and-Trading-Co-Ltd_100266256434.html;???;????;???;???;???;???;58;7;6;0;0;1.630;2
S18385684;Guangzhou Jiaheng Board Industry Co., Ltd;???????????;152683595067;2025????????????????;2;B3L103;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Flame Retardant Board|Wainscoting|Panel Pasting|Ceiling Tiles|Wall Panels & Boards|Calcium Silicate Boards|Cement Boards|Sound Insulation|Melamine Boards|Printing Plates;Building Materials|Industrial Machinery;Construction & Real Estate|Printing Equipment & Consumables;Building Boards|Timber|Ceilings|Wallpapers/Wall panels|Fireproofing Materials|Printing Equipment;https://www.tradechina.com/supplier/Guangzhou-Jiaheng-Board-Industry-Co-Ltd_152749706296.html;???;????;???;???;???;???;86;12;22;0;0;1.871;7
S18907684;Guangzhou Mountainwood New Material Technology Co,.Ltd;?????????????;152683595067;2025????????????????;1;C2G119;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Organic Chemical;Other;Chemicals;Basic Organic Chemicals;https://www.tradechina.com/supplier/Guangzhou-Mountainwood-New-Material-Technology-Co-Ltd_152983989098.html;???;????;???;???;???;???;13;1;5;0;0;287;1
S18992008;Dongguan Qitian sports equipment Co., LTD;????????????;152683595067;2025????????????????;1;B2A137;;???;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Sports Products;Education;Sports Equipment;Other Sports Products;https://www.tradechina.com/supplier/Dongguan-Qitian-sports-equipment-Co-LTD_153003590803.html;???;????;???;???;???;??;7;0;0;0;0;43;1
S16891684;ZHEJIANG SANCONG KITCHEN WARE CO., LTD;??????????;152683595067;2025????????????????;2;A3D201;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Milk Pan|Soup & Stock Pots|Woks|Cookware Sets|Other Cookware|Pans;Homelife;Home & Garden;Kitchenware;https://www.tradechina.com/supplier/ZHEJIANG-SANCONG-KITCHEN-WARE-CO-LTD_152617557821.html;???;????;???;???;???;???;110;9;19;0;0;1.630;2
S18538084;Haining lily cleaning products co.,ltd;???????????;152683595067;2025????????????????;1;A1F212;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Disinfecting Wipes|Pet Moisturizer|Cleansing Tissues|Baby‘s Wet Wipes|Flushable Wet Wipes|Cleaning Cloths|Kitchen Wipes;Homelife|Pet|Baby Children & Maternity;Personal Care & Household Cleaning|Pet Supplies & Pet|Maternity & Baby Products|Home & Garden;Hygiene Products|Pet Cleaning And Care|Baby Hygiene Products|Household Cleaning Tools & Accessories|Kitchenware;https://www.tradechina.com/supplier/Haining-lily-cleaning-products-co-ltd_152795541575.html;???;????;???;???;???;???;37;5;14;0;0;2.146;4
S18993844;PujiangJunyingHomefurnishingsCo.,Ltd;?????????????;152683595067;2025????????????????;1;A1C214;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Metal Hangers;Homelife;Home & Garden;Home Storage & Organization;https://www.tradechina.com/supplier/PujiangJunyingHomefurnishingsCo-Ltd_153004083117.html;???;????;???;???;???;??;;;;;;1.630;2
S10041488;GUANGDONG FODAY AUTOMOBILE CO.,LTD;??????????;152683595067;2025????????????????;2;B3L101;Building Materials;??????/????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Trucks|Engineering Vehicles;Industrial Machinery;Logistics Technology & Transportation Systems|Vehicles & Transportation;Traffic Engineering|Specialized Vehicles;https://www.tradechina.com/supplier/GUANGDONG-FODAY-AUTOMOBILE-CO-LTD_100266392268.html;??;????;???;???;???;??;18;6;10;0;0;750;2
S16373524;Hangzhou Northfox Housewares Co, Ltd,.;????????????;152683595067;2025????????????????;2;A2G101;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Mugs|Red wine Glass|Stainless Steel Tableware|Tanks|Water Bottles|Drinking Cup| Glass Water Bottles & Insulated Tumblers;Homelife;Home & Garden;Drinkware & Accessories|Dinnerware, Coffee & Wine;https://www.tradechina.com/supplier/Hangzhou-Northfox-Housewares-Co-Ltd_152594393835.html;??;????;???;???;???;???;75;11;11;0;0;1.630;2
S18770884;TAIZHOU WOBEN PLASTIC CO., LTD;???????????;152683595067;2025????????????????;1;A078;Homelife;???/?;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Plastic Cups|Sippy Cups|Beverage Cup;Homelife|Baby Children & Maternity;Packaging Supplies|Toys & Education|Home & Garden;Plastic Packaging|Baby Supplies & Products|Drinkware & Accessories;https://www.tradechina.com/supplier/TAIZHOU-WOBEN-PLASTIC-CO-LTD_152901989833.html;???;????;???;???;???;???;25;3;7;0;0;2.321;4
S18939364;ZHEJIANG LINGZHU FOOD TECHNOLOGY CO., LTD;????????????;152683595067;2025????????????????;1;A3D209;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;White Tea|Dark Tea|Yellow Tea|Tea|Black Tea|Oolong Tea|Coffee|Pu'Er Tea;Food;Food & Beverage;Beverages;https://www.tradechina.com/supplier/ZHEJIANG-LINGZHU-FOOD-TECHNOLOGY-CO-LTD_152990958029.html;???;????;???;???;???;???;71;6;8;0;0;779;0
S18939364;ZHEJIANG LINGZHU FOOD TECHNOLOGY CO., LTD;????????????;152683595067;2025????????????????;0;A3D209;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;White Tea|Dark Tea|Yellow Tea|Tea|Black Tea|Oolong Tea|Coffee|Pu'Er Tea;Food;Food & Beverage;Beverages;https://www.tradechina.com/supplier/ZHEJIANG-LINGZHU-FOOD-TECHNOLOGY-CO-LTD_152990958029.html;???;????;???;???;???;???;71;6;8;0;0;779;0
S18973780;Guangdong Kangtou New Material Technology Co.,Ltd.;??????????????;152683595067;2025????????????????;2;B3F208;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Aluminum Veneer|Aluminum Composite Panels|Punched Aluminum Veneer|Aluminum Clad Wood Doors And Windows|Aluminum Cutain Wall|Aluminum-Plastic Composite Panels;Building Materials;Construction & Real Estate|Metals & Alloys;Building Boards|Alloy Steel|Door, Window & Accessories;https://www.tradechina.com/supplier/Guangdong-Kangtou-New-Material-Technology-Co-Ltd_152999578114.html;???;????;???;???;???;???;83;14;25;0;0;1.608;4
S18989908;;??????????????;152683595067;2025????????????????;2;B3A112;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;???;??;;;;;;;
S18865204; FACTORY BUILDING OF LONGSHI LAKE SECTION OF SHANGWEI ECONOMIC COOPERATIVE OF FENGSHAN VILLAGE YUANZ;?????????????;152683595067;2025????????????????;4;C3T102,C3T104,C3T202;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Coffee Table|TV Stands|Console Tables|Dining Chairs|Metal Seat|Dining Tables;Furniture & Decoration;Furniture;Home Furniture;https://www.tradechina.com/supplier/FACTORY-BUILDING-OF-LONGSHI-LAKE-SECTION-OF-SHANGWEI-ECONOMIC-COOPERATIVE-OF-FENGSHAN-VILLAGE-YUANZ_152962669546.html;???;????;???;???;???;??;64;4;14;0;0;995;3
S18865204; FACTORY BUILDING OF LONGSHI LAKE SECTION OF SHANGWEI ECONOMIC COOPERATIVE OF FENGSHAN VILLAGE YUANZ;?????????????;152683595067;2025????????????????;2;C3T102,C3T104,C3T202;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Coffee Table|TV Stands|Console Tables|Dining Chairs|Metal Seat|Dining Tables;Furniture & Decoration;Furniture;Home Furniture;https://www.tradechina.com/supplier/FACTORY-BUILDING-OF-LONGSHI-LAKE-SECTION-OF-SHANGWEI-ECONOMIC-COOPERATIVE-OF-FENGSHAN-VILLAGE-YUANZ_152962669546.html;???;????;???;???;???;??;64;4;14;0;0;995;3
S18865204; FACTORY BUILDING OF LONGSHI LAKE SECTION OF SHANGWEI ECONOMIC COOPERATIVE OF FENGSHAN VILLAGE YUANZ;?????????????;152683595067;2025????????????????;2;C3T102,C3T104,C3T202;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Coffee Table|TV Stands|Console Tables|Dining Chairs|Metal Seat|Dining Tables;Furniture & Decoration;Furniture;Home Furniture;https://www.tradechina.com/supplier/FACTORY-BUILDING-OF-LONGSHI-LAKE-SECTION-OF-SHANGWEI-ECONOMIC-COOPERATIVE-OF-FENGSHAN-VILLAGE-YUANZ_152962669546.html;???;????;???;???;???;??;64;4;14;0;0;995;3
S18928324;Tongxin International Group Limited ;???????????;152683595067;2025????????????????;1;A2F212;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Awnings|Sun Shelter|Garages, Canopies & Carports;Homelife;Home & Garden|Sports & Entertainment;Garden Supplies|Camping & Hiking;https://www.tradechina.com/supplier/Tongxin-International-Group-Limited_152987559026.html;???;????;???;???;???;???;4;0;0;0;0;1.868;2
S18964900;Guangzhou Milan Textile Co., Ltd.;???????????;152683595067;2025????????????????;2;C2I111,C2I211;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Women'S Fashion Fabrics|Garment Cotton Fabric|Viscose/Cotton Fabric|Linen/Cotton Fabric|Sportswear Fabric|Garment Modal Fabric|Cotton Fabric|Shirt Fabric|Modal/Cotton Fabric|Garment Fabric;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/Guangzhou-Milan-Textile-Co-Ltd_152998170094.html;???;????;???;???;???;??;253;14;27;0;0;891;2
S18964900;Guangzhou Milan Textile Co., Ltd.;???????????;152683595067;2025????????????????;2;C2I111,C2I211;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Women'S Fashion Fabrics|Garment Cotton Fabric|Viscose/Cotton Fabric|Linen/Cotton Fabric|Sportswear Fabric|Garment Modal Fabric|Cotton Fabric|Shirt Fabric|Modal/Cotton Fabric|Garment Fabric;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/Guangzhou-Milan-Textile-Co-Ltd_152998170094.html;???;????;???;???;???;??;253;14;27;0;0;891;2
S18992644;Zhuhai Huain Electronic Technology Co., Ltd.;?????????????;152683595067;2025????????????????;2;D2C113;;??????;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Microphone/Microphone|Public Address|Other Professional Audio, Video & Lighting|Smart Interactive Displays & Accessories|Audio Processor|Stage Equipment System|Microphone|Sound Equipment/Amplifiers/Speaker| Stage LED Displays|Digital Audio Media Matrix;Pro AV & Light & Music;Audio Equipment & Musical Instruments|Multimedia Equipment|Stage Equipment;Professional Audio Equipment|TVs & Accessories|Other Audio Equipment & Accessories|Stage Digital Equipment|Projectors & Presentation Equipments;https://www.tradechina.com/supplier/Zhuhai-Huain-Electronic-Technology-Co-Ltd_153003657690.html;???;????;???;???;???;??;589;21;81;0;0;2.053;0
S10037449;QIUHUA FOOD CO., LTD.;?????????????;152683595067;2025????????????????;1;A3F091;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Peanuts|Pumpkin Kernels;Food;Food & Beverage;Nuts & Kernels;https://www.tradechina.com/supplier/QIUHUA-FOOD-CO-LTD_100157263857.html;??;????;????;????;???;???;5;1;3;0;0;779;0
S18131764;Wenzhou Aiguang Electronic Equipment Co.,Ltd;?????????????;152683595067;2025????????????????;2;D1D210;Home Appliances;????????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;AC Motors|Ventilation Equipment|Blower;Industrial Machinery;Power Transmission & Control Technology|Pumps, Valves & Pipelines|Compressors, Refrigeration & Heating Equipment;Electric Drives|Fans & Blowers|Ventilation Equipment;https://www.tradechina.com/supplier/Wenzhou-Aiguang-Electronic-Equipment-Co-Ltd_152705662186.html;???;????;???;???;???;???;16;5;9;0;0;474;1
S18849844;Foshan Shunde District Kexin Electrical Appliance Co., Ltd.;??????????????;152683595067;2025????????????????;1;D1B217;Home Appliances;??;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Ceiling Fans|Portable & Wearable Fans|Table Fans|Electric Fan|Industrial    Fan|Tower & Pedestal Fans;Electronics & Appliances;Home Appliances;Heating & Cooling Appliances;https://www.tradechina.com/supplier/Foshan-Shunde-District-Kexin-Electrical-Appliance-Co-Ltd_152953233843.html;???;????;???;???;???;??;19;1;2;0;0;1.017;4
S18928084;Zhongshan Jinchuang Textile Co., Ltd. ;????????????;152683595067;2025????????????????;2;C2H109;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Women'S Fashion Fabrics|Functional Fabric & Outdoor Fabric|Sportswear Fabric|Underwear Fabrics|Garment Jacquard Fabric|Garment Fabric|Yoga Suit Fabrics|Garment Modal Fabric|Garment Chemical Fiber Fabric|Casual Wear Fabric;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/Zhongshan-Jinchuang-Textile-Co-Ltd_152987406128.html;???;????;???;???;????;??;241;16;31;0;0;891;2
S18971812;Foshan Nanhai Lingmei viscose products Co.,Ltd.;????????????????;152683595067;2025????????????????;2;B3F108;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Styrofoam|Stone Glue|Glue|Ab Glue|Structural Glue|Adhesives & Sealants|Anti-Mildew Cosmetic Glue;Building Materials;Construction & Real Estate;Building Material Accessories;https://www.tradechina.com/supplier/Foshan-Nanhai-Lingmei-viscose-products-Co-Ltd_152999465750.html;???;????;???;???;???;??;30;4;13;0;0;1.419;3
S18991372;Zhongshan Senhe Textile Co., Ltd.;??????????;152683595067;2025????????????????;2;C2I207;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Garment Fabric|Garment Knitted Fabrics;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/Zhongshan-Senhe-Textile-Co-Ltd_153003519317.html;???;????;???;???;???;??;39;3;13;0;0;891;2
S18340804;;???????????;152683595067;2025????????????????;2;C1D107;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S17237284;Nantong Yizhixing Household Products Co., Ltd.;?????????????;152683595067;2025????????????????;1;C1F107;;???;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Other Function Pillows & Positioners|Reading & Bed Rest Pillows|Pillow core|Latex Products|Pillow|Lumbar Pillows & Seat Cushions;Textiles & Garments|Homelife;Home Textiles|Sports & Entertainment;Bedding|Other Home Textiles|Camping & Hiking|Cushions;https://www.tradechina.com/supplier/Nantong-Yizhixing-Household-Products-Co-Ltd_152644394272.html;???;????;???;???;???;???;15;0;2;0;0;575;0
S18018724;FOSHAN SHUNDE TIANZHIRUN KNITTING CO., LTD.;???????????????;152683595067;2025????????????????;2;C2H103;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Garment Cotton Fabric|Garment Mixed Fabric|Garment Fabric|Garment Organic Fabric|Casual Wear Fabric|Garment Linen Fabric|Garment Jacquard Fabric|Garment Knitted Fabrics|Garment Ramie Fabric|Bamboo Fiber Fabric;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/FOSHAN-SHUNDE-TIANZHIRUN-KNITTING-CO-LTD_152698433477.html;???;????;???;???;???;??;190;19;40;0;0;891;2
S18845284;Zhongshan Genova Furniture Co.,Ltd.;???????????;152683595067;2025????????????????;2;C3A095;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Computer Chair|Custom Furniture Service|Leather Sofa|Seat Accessories|Filing Products|Sideboard|Folding Funiture|Side Table|Coffee Table|Chair;Furniture & Decoration;Furniture;Home Furniture;https://www.tradechina.com/supplier/Zhongshan-Genova-Furniture-Co-Ltd_152942073353.html;???;????;???;???;????;??;202;21;51;0;0;995;3
S18963856;Ningbo Tianhong Electronics Co., Ltd.;??????????;152683595067;2025????????????????;1;C3A052;Building Materials;??????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Circuit Protection;New Energy;Electronic Components, Accessories & Telecommunications;Circuit Protection;https://www.tradechina.com/supplier/Ningbo-Tianhong-Electronics-Co-Ltd_152998128503.html;???;????;???;???;???;??;3;1;2;0;0;188;0
S10023403;NINGBO CHENGYI TOOLS CO.,LTD.;??????????;152683595067;2025????????????????;1;B3K203;Building Materials;?????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;https://www.tradechina.com/supplier/NINGBO-CHENGYI-TOOLS-CO-LTD_100060173897.html;???;????;???;???;???;??;;;;;;;
S17730964;;??????????;152683595067;2025????????????????;1;D1F114;Home Appliances;?????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18429844;Ningbo Ruihe Intelligent Technology Co., Ltd.;????????????;152683595067;2025????????????????;1;D1C109;Home Appliances;??????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Portable & Wearable Fans|Other Home Heaters|Electric Fan;Electronics & Appliances;Home Appliances;Heating & Cooling Appliances;https://www.tradechina.com/supplier/Ningbo-Ruihe-Intelligent-Technology-Co-Ltd_152764526814.html;???;????;???;???;???;??;19;1;4;0;0;1.017;4
S18913204;Hainan Hello Coco Food Co., Ltd;????????????;152683595067;2025????????????????;1;A3B103;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Soft Drinks|Fruit & Vegetable Juice|Other Beverages|Fluid milk and milk products|Other Milk;Food;Food & Beverage;Beverages|Dairy Products;https://www.tradechina.com/supplier/Hainan-Hello-Coco-Food-Co-Ltd_152984825810.html;??1;????;???;???;???;???;74;9;23;0;0;779;0
S17869720;;???????????;152683595067;2025????????????????;1;C3N203;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;;??;;;;;;;
S18048964;Guangdong Shengyi Plasticware Co.,Ltd;??????????;152683595067;2025????????????????;2;A2A205;Homelife;????????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Lockers;Furniture & Decoration;Commercial Equipment;Warehousing & Supermarket Supplies;https://www.tradechina.com/supplier/Guangdong-Shengyi-Plasticware-Co-Ltd_152700043580.html;???;????;???;???;???;??;15;2;2;0;0;582;0
S18853924;Foshan Green Apple Ceramics CO.,LTD;????????????;152683595067;2025????????????????;1;B3G112;Building Materials;?????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Refractory Brick|Stone&Glass Mosaic|Marble|Slate|Paving Stone|Granite|Wood Grain Brick|Artificial Stone|Ceramic Sheet|Terrazzo;Building Materials;Construction & Real Estate;Stone;https://www.tradechina.com/supplier/Foshan-Green-Apple-Ceramics-CO-LTD_152954823594.html;???;????;???;???;???;??;41;6;13;0;0;1.419;3
S10027242;YUYAO BAIDE LEISURE FURNITURE CO.,LTD.;?????????????;152683595067;2025????????????????;1;C3A087,C3A088;;????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Outdoor Tables|Garden Chairs|Garden Sofas;Furniture & Decoration;Furniture;Outdoor Furniture;https://www.tradechina.com/supplier/YUYAO-BAIDE-LEISURE-FURNITURE-CO-LTD_100138415949.html;???;????;???;???;???;???;16;5;4;0;0;995;3
S10027242;YUYAO BAIDE LEISURE FURNITURE CO.,LTD.;?????????????;152683595067;2025????????????????;1;C3A087,C3A088;;????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Outdoor Tables|Garden Chairs|Garden Sofas;Furniture & Decoration;Furniture;Outdoor Furniture;https://www.tradechina.com/supplier/YUYAO-BAIDE-LEISURE-FURNITURE-CO-LTD_100138415949.html;???;????;???;???;???;???;16;5;4;0;0;995;3
S17283364;ZHEJIANG ZHONGTE ELECTRIC APPLIANCE CO.,LTD;??????????;152683595067;2025????????????????;1;A3A212;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Gas Cooktops;Electronics & Appliances;Home Appliances;Major Kitchen Appliances;https://www.tradechina.com/supplier/ZHEJIANG-ZHONGTE-ELECTRIC-APPLIANCE-CO-LTD_152653551853.html;???;????;???;???;???;???;14;0;3;0;0;1.017;4
S18353044;Guangdong Yingyuan Biotechnology Co., LTD;????????????;152683595067;2025????????????????;2;;Homelife;?????????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Shampoo|Body Wash|Baby Laundry Detergent|Laundry Soap Bars|Laundry Detergent Pods|Soap|Underwear Detergents;Homelife|Baby Children & Maternity;Personal Care & Household Cleaning|Maternity & Baby Products;Hair Care & Styling|Bath Supplies|Baby Care|Laundry Cleaning Supplies;https://www.tradechina.com/supplier/Guangdong-Yingyuan-Biotechnology-Co-LTD_152742431424.html;???;????;???;???;???;???;32;3;11;0;0;522;2
S17806588;China Foshan Yida Furniture Co., Ltd.;???????????;152683595067;2025????????????????;2;C3T210;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Wooden Beds|Up-holstered Beds|Nightstands|Tatami Bed|Other Beds|bed slat|Home Beds|Bedroom Furniture;Furniture & Decoration;Furniture;Home Furniture|Furniture Parts;https://www.tradechina.com/supplier/China-Foshan-Yida-Furniture-Co-Ltd_152685382082.html;???;????;???;???;???;??;138;19;24;0;0;995;3
S16418404;HUNAN PROVINCE AND NEW MATERIAL CO.,LTD;?????????????;152683595067;2025????????????????;1;;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Hooks & Wall Organisation|Automotive Tape|Special Building Adhesive Tape|Office Adhesive Tape;Homelife|Industrial Machinery|Building Materials;Home & Garden|Vehicle & Transportation Parts|Construction & Real Estate|School & Office Supplies;Home Storage & Organization|General Vehicle Components|Building Material Accessories|Office Adhesives & Tapes;https://www.tradechina.com/supplier/HUNAN-PROVINCE-AND-NEW-MATERIAL-CO-LTD_152596567502.html;???;????;???;???;???;???;16;1;4;0;0;3.714;8
S17967844;Zhongshan Haima Electrical Appliances Co.,Ltd.;???????????;152683595067;2025????????????????;2;D1F201;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?; Industrial Juicers|Electric Food Steamers|Electric Kettles| Glass Water Bottles & Insulated Tumblers|Kitchen Blenders & Mixers|Air Fryers|Electric Lunch Boxes|Woks|Electric Saucepan;Industrial Machinery|Electronics & Appliances|Homelife;Food & Beverage Machinery|Home Appliances|Home & Garden;Beverage Machinery|Small Kitchen Appliances|Dinnerware, Coffee & Wine|Kitchenware;https://www.tradechina.com/supplier/Zhongshan-Haima-Electrical-Appliances-Co-Ltd_152696505497.html;???;????;???;???;???;??;88;17;18;0;0;3.013;5
S10001395;Baoqing County Shengfeng Agricultural Products Co. Ltd.;????????????;152683595067;2025????????????????;2;A3C109;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Pumpkin Kernels;Food;Food & Beverage;Nuts & Kernels;https://www.tradechina.com/supplier/Baoqing-County-Shengfeng-Agricultural-Products-Co-Ltd_100000044064.html;???;????;????;????;???;??;1;0;0;0;0;779;0
S18491044;Q-TECH TELECOMMUNICATIONS LIMITED;???????????;152683595067;2025????????????????;1;D1H103;3C;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Routers|Wireless Infrastructure Equipment|Smart Gateway|Fixed Wireless Terminals|Enterprise Routers|Enterprise Wireless Access Points;Electronics & Appliances|New Energy;Computers|Electronic Components, Accessories & Telecommunications|Home Appliances;Computer Hardware & Software|Telecommunications|Smart Home Appliances;https://www.tradechina.com/supplier/Q-TECH-TELECOMMUNICATIONS-LIMITED_152782384074.html;???;????;???;???;???;???;23;4;7;0;0;1.494;5
S19002988;Tianjin Daqiaodao Food Co.,Ltd.;????????????;152683595067;2025????????????????;1;A3C113;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Beverages|Desserts|Cakes|Ice Cream|Refrigerated Doughs|Mooncakes|Coarse Cereal Products|Vegetable Dishes|Pastries|Frozen Food;Food;Food & Beverage;Beverages|Baked Goods|Dairy Products|Grain Products|Instant Food;https://www.tradechina.com/supplier/Tianjin-Daqiaodao-Food-Co-Ltd_153005821807.html;???;????;???;???;???;??;163;17;37;0;0;779;0
S16573216; Guangdong Jongtay Furniture Group Co., Ltd.;????????????;152683595067;2025????????????????;1;C3P104,C3P105,C3P204;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Computer Desks|Office Sofas|Theater Furniture|Conference Chairs|School Chairs|Mesh Chair|Hotel Chairs|Coffee Tables|Reception Desks;Furniture & Decoration;Furniture|Commercial Equipment;Home Furniture|Commercial Furniture;https://www.tradechina.com/supplier/Guangdong-Jongtay-Furniture-Group-Co-Ltd_152602078807.html;???;????;???;???;???;???;78;13;15;0;0;1.440;3
S16573216; Guangdong Jongtay Furniture Group Co., Ltd.;????????????;152683595067;2025????????????????;2;C3P104,C3P105,C3P204;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Computer Desks|Office Sofas|Theater Furniture|Conference Chairs|School Chairs|Mesh Chair|Hotel Chairs|Coffee Tables|Reception Desks;Furniture & Decoration;Furniture|Commercial Equipment;Home Furniture|Commercial Furniture;https://www.tradechina.com/supplier/Guangdong-Jongtay-Furniture-Group-Co-Ltd_152602078807.html;???;????;???;???;???;???;78;13;15;0;0;1.440;3
S16573216; Guangdong Jongtay Furniture Group Co., Ltd.;????????????;152683595067;2025????????????????;1;C3P104,C3P105,C3P204;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Computer Desks|Office Sofas|Theater Furniture|Conference Chairs|School Chairs|Mesh Chair|Hotel Chairs|Coffee Tables|Reception Desks;Furniture & Decoration;Furniture|Commercial Equipment;Home Furniture|Commercial Furniture;https://www.tradechina.com/supplier/Guangdong-Jongtay-Furniture-Group-Co-Ltd_152602078807.html;???;????;???;???;???;???;78;13;15;0;0;1.440;3
